Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Central African Republic,CAF,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.001764619,0.002111888,0.005985936,,6.50E-05,,0.000529229,0.023570494,0.053791827,0.006422939,,0.009140811,,,0.004876604,0.157086192,0.130405159,,0.21848426,,,,,,,,,,,,,40.83538745,41.19627048,30.11906818,25.56976903,35.58665005,0.836027816,1.297116533,7.564873931,20.20363308,21.74866673,36.5638935,36.78936699,17.77177618,15.71467006,26.57675643,35.65600565,61.63531365,57.83172807,60.68015851,57.80852352,45.71128686,0.293929466,0.012360914,2.197323335,3.717710627,13.91173958,,
Canada,CAN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,24.07158931,23.70589317,22.73751881,23.2273393,21.34568802,21.33692123,21.23638113,18.2640813,20.37035824,16.98505782,15.33088847,16.10313611,15.35347227,13.65803908,13.64836865,13.15877042,11.82179708,12.24093471,13.85680211,11.70296478,9.7210587,9.22092086,8.836934411,8.450445321,8.458094859,8.527816668,8.659531475,9.056961968,8.464572766,7.713314325,7.188798828,6.018384274,5.889753594,6.692554053,6.120783233,5.941875522,5.310481936,4.442121422,4.61309971,4.576339778,4.443606095,4.452123404,5.469240183,5.850036845,7.967683724,9.244351994,8.251043194,7.104160777,7.994272141,8.709740549,7.276994725,6.973143817,7.069018182,7.077828247,6.850969648,7.316668941,7.523629387,7.031020652,
Central Europe and the Baltics,CEB,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.258767413,4.615223745,4.589937598,4.21793813,4.102199753,3.469109946,3.575502119,3.97530389,3.33732309,3.099791153,2.984207474,3.363009637,3.245153818,4.182136565,3.756889933,3.427719554,2.955459897,3.694144402,3.92988754,3.785131517,3.333634676,3.104918386,2.770594281,2.37074245,2.669197116,2.599314626,2.521003543,
Switzerland,CHE,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,2.034637381,2.433919444,2.719116586,2.919838845,3.029869366,2.825415236,2.900197982,2.881871091,2.592095817,2.340523234,3.061918309,3.439694523,4.408463387,2.95867477,3.030248255,3.271698449,3.224917881,3.808312777,5.14769293,3.07207774,2.586760947,2.916184584,3.406753376,2.941284858,2.51898359,2.734303099,3.608154128,3.063340585,2.627807164,2.643444971,2.487063601,2.15668178,2.567878318,2.523746863,2.472123495,3.226920805,3.354474073,4.098714829,5.64125826,4.057970978,3.646956862,3.066626041,3.120392116,2.721361036,3.501441852,3.489929711,3.620656902,2.837605138,4.01294418,3.718051218,2.921287136,2.40172906,2.200325143,1.637708147,1.472062518,1.638921008,1.699671317,1.887623123,
Channel Islands,CHI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,87.05513405,87.28195358,87.09781211,88.83545895,87.68683551,89.21236099,88.69323742,88.35946469,88.05487426,82.61765824,84.36867627,89.27106198,86.07749158,71.98689648,71.43980524,64.17092701,61.96356807,68.63619394,64.08079005,62.95032995,61.57234564,63.88333978,58.31012031,59.20828766,53.35661076,52.38452837,,,53.10496246,46.96492116,45.52751232,42.0244888,42.21896825,47.12142077,44.95320972,46.95014111,42.02806946,42.4625153,44.52305977,40.6931036,40.558279,41.03246383,52.89331132,56.32358967,62.52056105,64.45532879,55.8818296,58.448927,63.56629455,61.01758498,59.3147389,56.81999718,54.68229961,52.41120558,50.44393043,54.18861281,53.09961251,52.12896559,
China,CHN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,2.204380131,1.521521021,1.434411479,3.087005572,,,,,1.690544529,1.650443522,1.855937063,2.065541208,1.790736198,2.071754627,2.003622745,1.955910095,1.837679577,1.745354154,1.577912105,1.593803193,1.891694291,1.790720679,2.150432138,1.798056233,1.641622504,1.160553241,1.355513769,1.431981962,1.225621891,1.178076262,1.249063751,1.170869572,1.127617932,1.204732079,1.322737557,1.265700993,
Cote d'Ivoire,CIV,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,1.992653858,1.186892979,0.960835938,1.654406501,1.932769698,1.503953239,1.134933766,0.977171605,1.052589285,0.808515459,0.781445963,0.536900198,0.557262731,0.518260819,0.313584819,0.206250657,0.216449678,0.343926179,,0.281288247,0.198703948,0.186146096,,0.194251786,,,,,,,,,,0.158160046,0.129860598,0.158625064,0.130442878,0.128112869,0.168600313,0.213893624,0.163403618,0.157326473,0.233205505,0.212418476,0.160241811,0.380226875,0.642278468,0.403566105,0.313152552,0.189149956,0.235680859,0.34095028,0.434254564,0.225931883,0.182949933,0.53384733,1.124448489,1.410870597,
Cameroon,CMR,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,21.16691044,19.03073024,15.32734437,17.3867667,16.19848661,14.99903419,11.76486514,11.02481605,10.88935891,9.326271233,9.950982731,7.011957751,5.230431556,7.556622627,5.914916557,4.39206869,2.411447792,5.033619484,1.880141184,,1.774516953,,,,8.25634601,8.552115441,,,6.87897773,,,,,8.365625644,6.365072233,5.739267573,,,5.591910067,5.374322415,4.324235769,4.157542997,5.065537897,4.782054028,4.90759445,6.161859892,12.70812884,7.390408005,3.605104397,6.446019651,2.132668388,2.078482765,3.963614051,4.573875018,7.282052915,5.590937938,,,
"Congo, Dem. Rep.",COD,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,31.13204592,,,71.47422423,,,,,77.79431269,,72.04176084,74.52583652,80.11495724,70.67201564,56.31150474,59.14121918,51.78726053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,3.504811637,1.232473759,1.010576779,1.761646007,1.835271861,2.246259811,1.302675761,,0.121489933,2.386457034,1.404002891,1.706487131,0.278244915,1.698385815,1.373137057,5.835591135,0.19204766,0.4041588,0.239943672,,,0.085471531,0.109907819,0.110811637,0.104589904,,,,,,,0.055610423,1.087153362,0.325081843,,,,,,,,,,,,0.036483029,0.028294524,0.01867926,0.021008806,0.019355492,0.014074301,0.014680016,0.013686143,0.012040473,0.018484361,2.287554922,0.927424743,1.559122136,
Colombia,COL,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.258359128,0.365102308,0.302189408,0.230000291,0.139722151,0.478580041,0.948853732,0.936168845,0.68900705,0.46123927,0.379435477,0.428138776,0.331837947,0.220591263,0.222527624,0.144895764,0.162634441,0.204462643,0.234767589,0.20919918,0.126507938,0.135191242,0.353624172,0.414907632,0.333614824,0.191433366,,,,0.274800799,0.255494444,0.426894745,0.882108534,0.600806217,0.557599755,0.533180015,0.631338563,0.679749506,0.66327588,0.810077377,0.825699802,1.012556523,1.262035269,1.340020585,2.384493746,2.341007242,1.997737578,1.574753619,1.554861518,1.183519232,1.08359471,1.09600944,0.968201699,1.264120326,1.163471428,1.24583665,1.191443475,1.045285542,
Comoros,COM,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,0.051543873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000423405,1.109178421,,0.001891546,0.004234005,0.005245076,0.002088067,,0.665202493,0.149600348,,,0.522391765,0.037292382,0.813905646,0.847733671,0.110774026,0.020365186,0.061803195,0.046240337,0.018782824,0.130342627,0.088016502,0.319560407,
Cabo Verde,CPV,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,18.13899272,24.48257017,10.21315737,,,,8.660477677,,,,,,,,,,,,,0,0.172889638,0,0,,0.041923266,0.014635779,0.092899291,0.024661506,0.252610585,0,,0.665352818,0.886651706,0.942327818,8.96E-05,0.195153428,0.001326974,0.000751168,0.000624575,0.000450583,0.007287045,0.163359926,
Costa Rica,CRI,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,,,,,,0.172368346,0.085898278,0.055964184,0.053042265,0.041830011,0.062127023,0.067301421,0.03521698,0.114579891,0.131050706,0.140604983,0.115548109,0.151630504,0.091355242,0.122209116,0.075939188,0.112711052,0.236364998,0.598631153,0.599835987,0.473556335,0.451935439,0.875046256,,,,,,,0.950714325,1.061860901,1.187426212,0.950115576,0.784853629,0.536497862,0.760437542,0.808246723,0.814737295,0.711479996,1.033542869,1.16819915,1.586368489,1.457324072,1.408209861,0.736285143,1.142134469,1.475582337,2.332072095,1.462796581,1.605398831,1.217958039,1.09214881,1.334599945,1.434900169,1.374903276,
