Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Antigua and Barbuda,ATG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,2.838828589,-7.851674675,7.792447419,14.91276489,15.1513374,13.99288246,2.745079414,2.111599509,6.475072997,7.781293571,11.44696733,8.266114709,9.824047262,13.19071072,11.37466266,3.93528478,2.847809989,4.205572242,5.454043858,3.053644795,3.371116686,3.128911776,6.759662403,5.217506275,12.29912553,8.08774098,19.42104893,8.73806634,21.60032983,30.9952184,25.76289072,11.58946123,6.565554607,8.416401826,5.72771404,10.78106076,11.36647426,3.701837809,8.530357747,6.782192764,10.69052933,8.417338455,8.391683195,
Australia,AUS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.164075326,2.558517217,2.028227142,0.211868976,1.494665425,0.462097156,0.998190542,1.03539031,1.416998054,1.106050538,1.246009648,1.328417227,1.179913551,1.68951986,0.221613378,1.164379429,2.949819022,2.745412185,3.596890566,2.680895362,2.721458186,0.802932304,1.521128389,1.705166633,1.383703833,3.613367058,1.140125232,1.86117451,1.904644606,0.568932377,3.586745269,2.832402344,3.713762123,1.926147053,7.005444173,-3.618814635,4.09502424,5.209249708,4.28465048,3.091518205,3.072118666,4.693723914,3.722171874,3.42582358,4.306383954,3.469188226,3.554585928,3.557204406,4.293915221,2.899890937,
Austria,AUT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.732777983,0.799227882,0.659123093,0.54466357,0.503135898,0.197482692,0.212360453,0.187813706,0.229467875,0.253498583,0.291619754,0.461073495,0.291714011,0.299662997,0.16950712,0.243804294,0.185185793,0.318512007,0.33405512,0.437230959,0.392278455,0.207141576,0.761499203,0.590980049,1.019883828,0.757178434,1.822338447,1.254274219,2.094684079,1.369564751,4.319625509,2.883092982,0.064836384,2.367260905,1.058027579,25.66539715,3.125149478,17.71734068,1.464380046,3.573476841,-5.615650034,5.331213212,1.274621024,0.104891998,0.387373362,-2.088896441,-7.315883244,3.240085773,-6.27456925,-1.81997835,
Azerbaijan,AZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663862441,10.81256385,19.74616392,28.13304265,23.00678789,11.13926038,2.464373862,14.35913016,32.46670119,55.07590465,54.3652722,33.79504714,21.37906362,13.90071471,8.160909658,6.547600843,6.338044724,6.800620683,7.596083568,3.531931399,5.888108916,7.626336333,11.88265332,7.016879437,2.977946112,3.13005546,
Burundi,BDI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.041197603,,0.166123341,0.144575222,0.063719451,0.076011909,0.017840706,-0.045659135,0.14584771,-0.038338821,0.500148595,1.143391787,0.088825529,0.280720857,0.120549796,0.046832717,0.12682003,0.120879772,0.110552499,0.050921501,0.11089421,0.076452053,0.055407891,0.050464886,0.000427861,0.198107378,0,0,0,-0.058805185,1.342151992,-0.001304856,0,0,0.004882857,0.052340423,0.002481106,0.036885808,0.23781629,0.019557301,0.038411912,0.150056708,0.025925408,4.761214324,3.021202699,1.598471459,0.001872536,0.009976175,0.032392796,0.034689387,
Belgium,BEL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.175757114,1.435198353,1.037371775,1.505954653,2.029158567,1.453450549,1.225906903,1.539028796,1.418122729,0.97156477,1.217999173,1.323832479,1.598528905,1.479281134,0.467153203,1.218860737,0.608121459,1.576310715,3.211644354,4.274890291,3.918892271,4.447539571,4.806934393,4.783692639,3.476574827,3.711024447,5.03718761,4.74788988,8.776794077,46.36411245,37.56859063,37.28873348,7.045850148,10.8888653,12.07427361,8.730432334,14.41994263,20.52873814,36.9532515,16.07046087,26.09241495,31.30695192,2.38023345,-5.682227349,-2.843930216,-4.22249473,12.09450566,-7.417740903,-7.816627755,-5.4334669,
Benin,BEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.008226185,0.835638863,1.16978475,0.693926704,-0.422446607,0.279190961,0.351140017,0.416775236,0.081107282,0.300788154,0.307173179,0.161898129,-0.000960154,0.000958313,0.001088613,-0.00860657,0.082329041,0.00640036,-1.336959782,-0.074450533,-0.150760025,0.019825555,0.056291442,-0.951216946,-0.444751627,-0.356668621,-0.620945778,0.537109689,0.46002923,0.253391355,-0.364395803,0.456987673,-0.464606485,0.199317158,-0.659871187,-0.133873602,-0.175920935,1.706123419,0.49455672,-0.193899058,0.561144791,1.508440422,2.527057585,2.878637331,3.054209443,1.315011826,1.114881282,1.581704816,1.361826359,1.599587602,
Burkina Faso,BFA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.087259211,0.207292002,-0.120982603,0.652070347,0.35546271,0.03191582,0.209923209,0.439346618,0.07861294,0.085216826,0.001036957,0.136836445,0.111145919,0.123728444,0.114392936,-0.092109892,0.154200991,0.05612204,0.141817368,0.216777215,0.014832481,0.018181553,0.138959121,0.136293174,0.969328341,0.412551084,0.627288466,0.39898399,0.157122676,0.235553535,0.781518538,0.196436738,0.414815874,0.614299265,0.263190291,0.848145934,1.280645725,0.284717928,0.351169691,0.59946891,0.384492249,1.190744868,2.62145971,3.647667554,2.562551392,1.959927164,3.043803422,0.018237033,1.671334979,1.300436385,
Bangladesh,BGD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,0.001431242,0.02893631,0.017582473,0.00793555,0.053572593,0.072322993,0.057974213,-0.051460025,0.046917946,0.026469536,0.037570041,0.002294153,-0.002924127,-0.029894396,0.011189931,0.013190726,0.006916145,0.000861339,0.010249846,0.004491464,0.011737576,0.042361655,0.033012231,0.004998378,0.029134955,0.288896568,0.380236167,0.350304291,0.525362089,0.145443905,0.095579368,0.445960783,0.689472336,1.17120896,0.635657188,0.817754424,1.449748396,0.879494542,1.068934861,0.983166534,1.18810285,1.73541854,1.468712877,1.451287647,1.053552289,0.724996337,0.883679119,0.630610265,
Bulgaria,BGR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.019387274,0.510803242,0.400946215,0.369354299,1.086887367,0.476207946,0.886595383,4.460945746,3.574799738,6.008429812,7.560896912,5.731605871,5.515261,9.916246541,11.74617068,13.72019166,22.90436308,31.24701892,18.91424711,7.490200026,3.657866664,3.666054526,3.309277138,3.576419631,1.921900981,4.303277483,2.744072122,3.425958801,2.726492181,2.397795232,
